Auctioner,Location,Date,Year,Make,Model,Engine,HP,Transmisson,Ratio,Mileage,Repairs Cost,Transport Costs,Target Price,max bidding price,Sold For,Details,
Taylor&Martin,"LAS VEGAS, NV",02/19/2026,2024,FREIGHTLINER,Cascadia126,Detroit DD15,505,Automatic,2.85,"201,000",3.00,"$4,000.00","$96,000.00","$89,280.00","$101,000.00","2024 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 201,000 Approximate Miles, ECM Reads 201,000 Miles, Detroit DD15 Engine, 505 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.85 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 239 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Mike Drobny - 402-909-3150",
Taylor&Martin,"LAS VEGAS, NV",02/19/2026,2024,FREIGHTLINER,Cascadia126,Detroit DD15,505,Automatic,2.85,"212,000",2.75,"$4,000.00","$93,000.00","$86,490.00","$95,500.00","2024 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 212,000 Approximate Miles, ECM Reads 212,000 Miles, Detroit DD15 Engine, 505 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.85 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 239 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Mike Drobny - 402-909-3150",
Taylor&Martin,"LAS VEGAS, NV",02/19/2026,2024,FREIGHTLINER,Cascadia126,Detroit DD15,505,Automatic,2.85,"212,000",3.25,"$4,000.00","$95,000.00","$88,350.00","$103,000.00","2024 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 212,000 Approximate Miles, ECM Reads 212,000 Miles, Detroit DD15 Engine, 505 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.85 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 239 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Mike Drobny - 402-909-3150",
Taylor&Martin,"LAS VEGAS, NV",02/19/2026,2024,FREIGHTLINER,Cascadia126,Detroit DD15,505,Automatic,2.85,"214,000",,"$4,000.00","$95,000.00","$88,350.00","$103,000.00","2024 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 214,000 Approximate Miles, ECM Reads 214,000 Miles, Detroit DD15 Engine, 505 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.85 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 239 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Mike Drobny - 402-909-3150",
Taylor&Martin,"LAS VEGAS, NV",02/19/2026,2024,FREIGHTLINER,Cascadia126,Detroit DD15,505,Automatic,2.85,"226,000",1.00,"$4,000.00","$80,000.00","$74,400.00","$92,500.00","2024 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 226,000 Approximate Miles, ECM Reads 226,000 Miles, Detroit DD15 Engine, 505 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.85 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 239 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Mike Drobny - 402-909-3150",
Taylor&Martin,"LAS VEGAS, NV",02/19/2026,2024,FREIGHTLINER,Cascadia126,Detroit DD15,505,Automatic,2.85,"228,000",,"$4,000.00","$93,000.00","$86,490.00","$92,500.00","2024 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 228,000 Approximate Miles, ECM Reads 228,000 Miles, Detroit DD15 Engine, 505 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.85 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 239 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Mike Drobny - 402-909-3150",
Taylor&Martin,"LAS VEGAS, NV",02/19/2026,2024,FREIGHTLINER,Cascadia126,Detroit DD15,505,Automatic,2.85,"235,000",,"$4,000.00","$95,000.00","$88,350.00","$93,500.00","2024 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 235,000 Approximate Miles, ECM Reads 235,000 Miles, Detroit DD15 Engine, 505 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.85 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 239 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Mike Drobny - 402-909-3150",
Taylor&Martin,"LAS VEGAS, NV",02/19/2026,2024,FREIGHTLINER,Cascadia126,Detroit DD15,505,Automatic,2.85,"308,000",1.35,"$4,000.00","$82,000.00","$76,260.00","$81,000.00","2024 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 308,000 Approximate Miles, ECM Reads 308,000 Miles, Detroit DD15 Engine, 505 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.85 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 239 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Mike Drobny - 402-909-3150",
Taylor&Martin,"LAS VEGAS, NV",02/19/2026,2024,FREIGHTLINER,Cascadia126,Detroit DD15,505,Automatic,2.85,"348,000",,"$4,000.00","$87,000.00","$80,910.00","$81,000.00","2024 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 348,000 Approximate Miles, ECM Reads 348,000 Miles, Detroit DD15 Engine, 505 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.85 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 239 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Mike Drobny - 402-909-3150",
Taylor&Martin,"LAS VEGAS, NV",02/19/2026,2023,FREIGHTLINER,Cascadia126,Detroit DD15,505,Automatic,2.85,"360,000",0.00,"$4,000.00",$0.00,$0.00,"$60,000.00","2023 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 360,000 Approximate Miles, ECM Reads 432,000 Miles, Detroit DD15 Engine, 505 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.85 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 237 Inch Wheel Base, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Lenny Rhein - 402-620-8130",
Taylor&Martin,"LAS VEGAS, NV",02/19/2026,2023,FREIGHTLINER,Cascadia126,Detroit DD15,425,Automatic,2.64,"318,000",,"$4,000.00","$55,000.00","$51,150.00","$82,000.00","2023 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, 318,000 Approximate Miles, ECM Reads 318,000 Miles, Detroit DD15 Engine, 425 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.64 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Roof And Side Air Fairings, Cab Extenders, Quarter Fenders, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 231 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels, Late Title. CONTACT: Chase Metzger - 402-380-1943",
Taylor&Martin,"LAS VEGAS, NV",02/19/2026,2023,FREIGHTLINER,Cascadia126,Detroit DD15,425,Automatic,2.64,"496,000",0.00,"$4,000.00",$0.00,$0.00,"$82,000.00","2023 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, 496,000 Approximate Miles, ECM Reads 496,000 Miles, Detroit DD15 Engine, 425 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.64 Ratio, Air Ride Suspension, Hydraulic Power Steering, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Roof And Side Air Fairings, Cab Extenders, Quarter Fenders, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Collision Mitigation System, Air Slide 5th, 231 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels, Late Title. CONTACT: Chase Metzger - 402-380-1943",
Taylor&Martin,"LAS VEGAS, NV",02/19/2026,2023,FREIGHTLINER,Cascadia126,Detroit DD15,425,Automatic,2.64,"203,000",,"$4,000.00","$70,000.00","$65,100.00","$82,000.00","2023 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, 203,000 Approximate Miles, ECM Reads 203,000 Miles, Detroit DD15 Engine, 425 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.64 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Collision Mitigation System, Air Slide 5th, 231 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels, Late Title. CONTACT: Chase Metzger - 402-380-1943",
Taylor&Martin,"LAS VEGAS, NV",02/19/2026,2023,VOLVO,VNL 760,Volvo D13TC,405,Automatic,2.64,"263,000",,"$4,000.00","$60,000.00","$55,800.00","$79,000.00","2023 VOLVO VNL 760 Conventional, 263,000 Approximate Miles, ECM Reads 263,000 Miles, Volvo D13TC Engine, 405 H.P., Engine Brake, Volvo I-Shift ATO2612F Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.64 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Exterior Visor, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Collision Mitigation System, Air Slide 5th, 218 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels, Late Title. CONTACT: Chase Metzger - 402-380-1943",
Taylor&Martin,"VACAVILLE, CA",02/19/2026,2023,VOLVO,VNL 760,Volvo D13TC,405,Automatic,2.64,"395,000",,"$4,000.00","$52,000.00","$48,360.00","$61,500.00","2023 VOLVO VNL 760 Conventional, 395,000 Approximate Miles, ECM Not Verified, Volvo D13TC Engine, 405 H.P., Engine Brake, Volvo I-Shift ATO2612F Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.64 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Exterior Visor, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 218 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. LOCATED IN VACAVILLE, CA AND SELLING DURING LAS VEGAS, NV. CONTACT: Chase Metzger - 402-380-1943",
Taylor&Martin,"VACAVILLE, CA",02/19/2026,2023,VOLVO,VNL 760,Volvo D13TC,405,Automatic,2.64,"420,000",,"$4,000.00","$48,000.00","$44,640.00","$61,500.00","2023 VOLVO VNL 760 Conventional, 420,000 Approximate Miles, ECM Not Verified, Volvo D13TC Engine, 405 H.P., Volvo I-Shift ATO2612F Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.64 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Roof And Side Air Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 218 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. LOCATED IN VACAVILLE, CA AND SELLING DURING LAS VEGAS, NV. CONTACT: Chase Metzger - 402-380-1943",
Taylor&Martin,"VACAVILLE, CA",02/19/2026,2023,VOLVO,VNL 760,Volvo D13TC,405,Automatic,2.64,"390,000",,"$4,000.00","$48,000.00","$44,640.00","$61,500.00","2023 VOLVO VNL 760 Conventional, 390,000 Approximate Miles, ECM Not Verified, Volvo D13TC Engine, 405 H.P., Engine Brake, Volvo I-Shift ATO2612F Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.64 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Exterior Visor, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 218 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels, Late Title. LOCATED IN VACAVILLE, CA AND SELLING DURING LAS VEGAS, NV. CONTACT: Chase Metzger - 402-380-1943",
Taylor&Martin,"VACAVILLE, CA",02/19/2026,2023,VOLVO,VNL 760,Volvo D13TC,405,Automatic,2.64,"366,000",,"$4,000.00","$52,000.00","$48,360.00","$65,000.00","2023 VOLVO VNL 760 Conventional, 366,000 Approximate Miles, ECM Not Verified, Volvo D13TC Engine, 405 H.P., Engine Brake, Volvo I-Shift ATO2612F Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.64 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Exterior Visor, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 218 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels, Late Title. LOCATED IN VACAVILLE, CA AND SELLING DURING LAS VEGAS, NV. CONTACT: Chase Metzger - 402-380-1943",
Taylor&Martin,"VACAVILLE, CA",02/19/2026,2023,VOLVO,VNL 760,Volvo D13TC,405,Automatic,2.64,"357,000",,"$4,000.00","$50,000.00","$46,500.00","$65,000.00","2023 VOLVO VNL 760 Conventional, 357,000 Approximate Miles, ECM Not Verified, Volvo D13TC Engine, 405 H.P., Engine Brake, Volvo I-Shift ATO2612F Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.64 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Exterior Visor, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 217 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels, Late Title. LOCATED IN VACAVILLE, CA AND SELLING DURING LAS VEGAS, NV. CONTACT: Chase Metzger - 402-380-1943",
Taylor&Martin,"VACAVILLE, CA",02/19/2026,2023,VOLVO,VNL 760,Volvo D13TC,405,Automatic,2.64,"391,000",,"$4,000.00","$48,000.00","$44,640.00","$61,500.00","2023 VOLVO VNL 760 Conventional, 391,000 Approximate Miles, ECM Not Verified, Volvo D13TC Engine, 405 H.P., Engine Brake, Volvo I-Shift ATO2612F Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.64 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Exterior Visor, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 218 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels, Late Title. LOCATED IN VACAVILLE, CA AND SELLING DURING LAS VEGAS, NV. CONTACT: Chase Metzger - 402-380-1943",
Taylor&Martin,"VACAVILLE, CA",02/19/2026,2023,FREIGHTLINER,Cascadia126,Detroit DD15,425,Automatic,2.64,"412,000",,"$4,000.00","$45,000.00","$41,850.00","$62,500.00","2023 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, 412,000 Approximate Miles, ECM Not Verified, Detroit DD15 Engine, 425 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.64 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 231 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels, Late Title. LOCATED IN VACAVILLE, CA AND SELLING DURING LAS VEGAS, NV. CONTACT: Chase Metzger - 402-380-1943",
Richie Bros,"Davenport, FL",02/20/2026,2023,Volvo,VNL860,,,Automated,77 in High Rise Sleeper Cab,"307,968",,,$0.00,$0.00,"$81,000.00","2022 US EPA Label, 11227 Engine hrs, Automated Transmission, 13200 lb Front Axle, 40000 lb Rears, 53200 lb GVWR, Engine Brake, 77 in High Rise Sleeper Cab, Bunk Beds, 231 in Wheelbase, Air Suspension, 295/75R22.5, Dual Fuel Tanks",
Richie Bros,"Davenport, FL",02/20/2026,2022,Volvo,VNL860,VolvoD13,455,Automated,70 in High Rise Sleeper Cab,"498,101",,,$0.00,$0.00,"$53,000.00","Located in Lane 83 Spot 64, Volvo D13 455 hp Engine, Volvo ATO2612D 12-Speed Automated Transmission, 12350 lb Front Axle, 38000 lb Rears, 50350 lb GVWR, Engine Brake, 70 in High Rise Sleeper Cab, Bunk Beds, 223 in Wheelbase, Air Suspension, Aluminum Wheels, 295/75R22.5, Air Sliding 5th Wheel, Dual Fuel Tanks",
Richie Bros,"Tulare, CA",02/20/2026,2023,Freightliner,Cascadia 126,DetroitDD15,505,Automated,72 in High Rise Sleeper Cab,"472,881",,,$0.00,$0.00,,"Detroit DD15 505 hp Engine, 2022 US EPA Label, Detroit DT12-1650-OHE Automated Transmission, 12500 lb Front Axle, 40000 lb Rears, 52500 lb GVWR, Engine Brake, 72 in High Rise Sleeper Cab, Bunk Beds, 233 in Wheelbase, Air Suspension, 11R22.5, Air Sliding 5th Wheel, Dual Fuel Tanks",
Taylor&Martin,"SOUTH SIOUX CITY, NE",03/05/2026,2024,FREIGHTLINER,Cascadia126,Detroit DD15,455,Automatic,2.85,"190,000",,"$1,000.00","$90,000.00","$83,700.00","$110,000.00","2024 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 190,000 Approximate Miles, ECM Reads 190,000 Miles, Detroit DD15 Engine, 455 H.P., Remaining Balance Of Manufacturer Warranty, Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.85 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Collision Mitigation System, Auxiliary Power Unit, Refrigerator, Adjustable 5th, 229 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Mike Drobny - 402-909-3150",
Taylor&Martin,"SOUTH SIOUX CITY, NE",03/05/2026,2024,FREIGHTLINER,Cascadia126,Detroit DD15,455,Automatic,2.85,"203,000",,"$1,000.00","$85,000.00","$79,050.00","$109,000.00","2024 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 203,000 Approximate Miles, ECM Reads 203,000 Miles, Detroit DD15 Engine, 455 H.P., Remaining Balance Of Manufacturer Warranty, Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.85 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Collision Mitigation System, Auxiliary Power Unit, Refrigerator, Adjustable 5th, 229 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Mike Drobny - 402-909-3150",
Taylor&Martin,"SOUTH SIOUX CITY, NE",03/05/2026,2024,FREIGHTLINER,Cascadia126,Detroit DD15,455,Automatic,2.85,"204,000",,"$1,000.00","$90,000.00","$83,700.00","$110,000.00","2024 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 204,000 Approximate Miles, ECM Reads 204,000 Miles, Detroit DD15 Engine, 455 H.P., Remaining Balance Of Manufacturer Warranty, Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.85 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Collision Mitigation System, Auxiliary Power Unit, Refrigerator, Adjustable 5th, 229 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Mike Drobny - 402-909-3150",
Taylor&Martin,"SOUTH SIOUX CITY, NE",03/05/2026,2023,FREIGHTLINER,Cascadia126,Detroit DD15,455,Automatic,2.85,"288,000",,"$1,000.00","$60,000.00","$55,800.00","$84,000.00","2023 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 288,000 Approximate Miles, ECM Reads 288,000 Miles, Detroit DD15 Engine, 455 H.P., Remaining Balance Of Manufacturer Warranty, Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.85 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Collision Mitigation System, Climate Control System, Refrigerator, Air Slide 5th, 229 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Mike Drobny - 402-909-3150",
Taylor&Martin,"SOUTH SIOUX CITY, NE",03/05/2026,2023,FREIGHTLINER,Cascadia126,Detroit DD15,455,Automatic,2.85,"297,000",,"$1,000.00","$63,000.00","$58,590.00","$84,000.00","2023 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 297,000 Approximate Miles, ECM Reads 297,000 Miles, Detroit DD15 Engine, 455 H.P., Remaining Balance Of Manufacturer Warranty, Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.85 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Collision Mitigation System, Climate Control System, Refrigerator, Air Slide 5th, 229 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Mike Drobny - 402-909-3150",
Taylor&Martin,"SOUTH SIOUX CITY, NE",03/05/2026,2023,FREIGHTLINER,Cascadia126,Detroit DD13,450,Automatic,3.08,"488,000",,"$1,000.00",$0.00,$0.00,"$56,000.00","2023 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 488,000 Approximate Miles, ECM Reads 489,000 Miles, Detroit DD13 Engine, 450 H.P., Balance Of 5 Year 550,000 Mile EW4 Extended Warranty Coverage Including Towing, Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 3.08 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Deer Guard, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Auxiliary Power Unit, Refrigerator, Air Slide 5th, 229 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Cole Conrad - 402-719-8650",
Taylor&Martin,"SOUTH SIOUX CITY, NE",03/05/2026,2023,FREIGHTLINER,Cascadia126,Detroit DD13,450,Automatic,3.08,"481,000",,"$1,000.00",$0.00,$0.00,"$58,500.00","2023 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 481,000 Approximate Miles, ECM Reads 481,000 Miles, Detroit DD13 Engine, 450 H.P., Balance Of 5 Year 550,000 Mile EW4 Extended Warranty Coverage Including Towing, Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 3.08 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Deer Guard, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Auxiliary Power Unit, Refrigerator, Air Slide 5th, 229 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Cole Conrad - 402-719-8650",
